"Name","Link","Price_AMD","Price_USD","State","City","Address","Zipcode","Photos_Count","Ranking_Category","Rank_in_Category","N_Hotels_in_Category","Review_Count","Average_Score","Excellent_Rating","Good_Rating","Average_Rating","Poor_Rating","Terrible_Rating","Certificate","Language_distribution","Provider","Free_WiFi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant"
"Arba Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12103369-Reviews-Arba_Hotel-Yerevan.html",10500,22,"Yerevan","Yerevan","Sevan Street 114/1","0026",0,"B&Bs / Inns in Yerevan",80,144,1,1,0,0,0,0,1,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Areg Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d1137158-Reviews-Areg_Hotel-Yerevan.html",22875,47,"Yerevan","Yerevan","Burnazyan str. 80","0005",88,"Hotels in Yerevan",23,83,122,4.5,5,3,7,4,3,0,"{'English': 78, 'Russian': 28, 'French': 5}","Booking.com","1","0","1","0","0","0","0"
"Aregak B&B","https://www.tripadvisor.com//Hotel_Review-g666439-d2181669-Reviews-Aregak_B_B-Goris_Syunik_Province.html",24167,50,"Syunik Province","Goris","Getapnya St., 4 Building 16 Apt","0284",41,"B&Bs / Inns in Goris",2,30,40,5,4,5,0,0,0,0,"{'English': 32, 'Russian': 3, 'French': 2}","Booking.com","1","1","0","0","0","0","0"
"Areguni Guest House","https://www.tripadvisor.com//Hotel_Review-g1160895-d12380346-Reviews-Areguni_Guest_House-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Getapnya 68/5","3901",0,"B&Bs / Inns in Dilijan",19,48,1,5,1,0,0,0,0,0,"{'English': 1}","Agoda.com","1","0","1","0","0","0","0"
"Areni Wine Art","https://www.tripadvisor.com//Hotel_Review-g2435003-d10470600-Reviews-Areni_Wine_Art-Areni_Vayots_Dzor_Province.html",6742,14,"Vayots Dzor Province","Areni","Street 20 Apr. 2","3604",5,"B&Bs / Inns in Areni",1,7,14,4.5,0,3,0,1,0,0,"{'English': 7, 'Russian': 4, 'German': 1}","Booking.com","1","0","1","0","0","0","0"
"Arevamanuk","https://www.tripadvisor.com//Hotel_Review-g815353-d13396931-Reviews-Arevamanuk-Gyumri_Shirak_Province.html",20000,41,"Shirak Province","Gyumri","Shahumyan st., 69",NA,0,"Specialty Lodging in Gyumri",3,14,1,5,1,0,0,0,0,0,"{'English': 1}","Expedia.com","0","0","0","0","0","0","0"
"Arevatoon","https://www.tripadvisor.com//Hotel_Review-g2708789-d12931373-Reviews-Arevatoon-Ijevan_Tavush_Province.html",8333,17,"Tavush Province","Ijevan",NA,"4009",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Areve Residence Boutique Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d12135475-Reviews-Areve_Residence_Boutique_Hotel-Yerevan.html",23990,49,"Yerevan","Yerevan","16, 13 street, Nork Marash","0047",55,"Hotels in Yerevan",38,83,26,4.5,6,1,1,0,0,0,"{'English': 18, 'Russian': 3, 'Chinese': 1, 'Finnish': 1, 'French': 1, 'Polish': 1, 'Portuguese': 1}","Booking.com","1","0","1","0","0","0","0"
"Argavand Hotel & Restaurant Complex","https://www.tripadvisor.com//Hotel_Review-g293932-d7930468-Reviews-Argavand_Hotel_Restaurant_Complex-Yerevan.html",8333,17,"Yerevan","Yerevan","Str. Tsovakal Isakov 81/4","0082",0,"B&Bs / Inns in Yerevan",65,144,2,3.5,0,0,1,0,0,0,"{'English': 1, 'German': 1}","Booking.com","0","0","0","0","0","0","0"
"Argishti Hotel","https://www.tripadvisor.com//Hotel_Review-g1438527-d1438482-Reviews-Argishti_Hotel-Vanadzor_Lori_Province.html",17075,35,"Lori Province","Vanadzor","Batumi St., Building 1","2001",22,NA,0,0,12,3,1,3,3,0,2,0,"{'English': 9, 'German': 1, 'Italian': 1, 'Russian': 1}","Booking.com","0","0","0","0","0","0","0"
"ARK Armenia Kapan Eco-Camp","https://www.tripadvisor.com//Hotel_Review-g2711245-d10841443-Reviews-ARK_Armenia_Kapan_Eco_Camp-Kapan_Syunik_Province.html",25000,51,"Syunik Province","Kapan","Azatmartikneri Street","3301",5,"Specialty Lodging in Kapan",2,4,3,3.5,0,2,0,1,0,0,"{'English': 3}","Booking.com","0","0","1","0","0","0","0"
"Arm Home","https://www.tripadvisor.com//Hotel_Review-g293932-d13848431-Reviews-Arm_Home-Yerevan.html",NA,NA,"Yerevan","Yerevan","Glinka str. 9","0005",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Arm Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d10052301-Reviews-Arm_Hostel-Yerevan.html",10000,21,"Yerevan","Yerevan","Mashtots 29,10/1","0002",41,"Specialty Lodging in Yerevan",40,300,18,4,3,2,0,0,3,0,"{'English': 7, 'Russian': 7, 'Arabic': 2}","Booking.com","1","1","0","0","0","0","0"
"Arma Hotel","https://www.tripadvisor.com//Hotel_Review-g2711288-d12457000-Reviews-Arma_Hotel-Vayk_Vayots_Dzor_Province.html",14167,29,"Vayots Dzor Province","Vayk","Vayk-Goris Highway, 6th km","3801",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Arma","https://www.tripadvisor.com//Hotel_Review-g2426280-d15246304-Reviews-Arma-Odzun_Alaverdi_Lori_Province.html",22881,47,"Lori Province","Alaverdi","Odzun Ulitsa 23","1731",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Armart B&B","https://www.tripadvisor.com//Hotel_Review-g815353-d12786417-Reviews-Armart_B_B-Gyumri_Shirak_Province.html",16644,34,"Shirak Province","Gyumri","Ghorghanyan Street 194","3104",5,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","1","0","1","0","0","0","0"
"ArmBee Honey Farm","https://www.tripadvisor.com//Hotel_Review-g815351-d15098464-Reviews-ArmBee_Honey_Farm-Alaverdi_Lori_Province.html",28050,58,"Lori Province","Alaverdi","Jravazan 27/5","1702",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Armenia De Luxe","https://www.tripadvisor.com//Hotel_Review-g293932-d12564826-Reviews-Armenia_De_Luxe-Yerevan.html",NA,NA,"Yerevan","Yerevan","155 Sebastia Street","68",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"Armenia Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d3869569-Reviews-Armenia_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Moldovakan St., 29/6-3","0096",76,"Specialty Lodging in Yerevan",34,300,25,4.5,7,4,2,1,1,0,"{'English': 13, 'Russian': 11, 'Portuguese': 1}","Booking.com","1","0","1","0","0","0","0"
"Armenia Hotel","https://www.tripadvisor.com//Hotel_Review-g2708780-d12908060-Reviews-Armenia_Hotel-Jermuk_Vayots_Dzor_Province.html",9989,21,"Vayots Dzor Province","Jermuk","Myasnikyan Street 2","3701",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Armenia Marriott Hotel Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d299732-Reviews-Armenia_Marriott_Hotel_Yerevan-Yerevan.html",40800,84,"Yerevan","Yerevan","1 Amiryan Street","0010",483,"Hotels in Yerevan",16,83,794,4,2,3,8,0,8,1,"{'English': 472, 'Russian': 222, 'French': 35}","Marriott Hotels","0","0","1","0","1","0","1"
"Armenia Van Sevan Hotel","https://www.tripadvisor.com//Hotel_Review-g666442-d14025015-Reviews-Armenia_Van_Sevan_Hotel-Sevan_Lake_Sevan_Gegharkunik_Province.html",22500,46,"Gegharkunik Province","Lake Sevan","M4","1501",30,"B&Bs / Inns in Sevan",9,16,1,1,0,0,0,0,1,0,"{'English': 0, 'Italian': 1}","Expedia.com","0","0","0","0","0","0","0"
"Armenia Wellness & SPA, Jermuk","https://www.tripadvisor.com//Hotel_Review-g2708780-d3225974-Reviews-Armenia_Wellness_SPA_Jermuk-Jermuk_Vayots_Dzor_Province.html",11242,23,"Vayots Dzor Province","Jermuk","Myasnikyan St. 2","00125",209,"Hotels in Jermuk",3,6,62,4.5,5,6,6,2,2,0,"{'Russian': 45, 'English': 15, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"Armeniainn","https://www.tripadvisor.com//Hotel_Review-g293932-d13376306-Reviews-Armeniainn-Yerevan.html",NA,NA,"Yerevan","Yerevan","Lyeningradyan str. 48/3","0031",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"Armenian Royal Palace Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d1200811-Reviews-Armenian_Royal_Palace_Hotel-Yerevan.html",16667,34,"Yerevan","Yerevan","4-th St., 17/1","0029",287,"Hotels in Yerevan",62,83,53,3.5,1,2,9,2,9,0,"{'English': 30, 'Russian': 11, 'Polish': 5}","Booking.com","1","0","1","0","0","0","0"
"Armine's B&B - Bed and Breakfast","https://www.tripadvisor.com//Hotel_Review-g666442-d13231889-Reviews-Armine_s_B_B_Bed_and_Breakfast-Sevan_Lake_Sevan_Gegharkunik_Province.html",15229,31,"Gegharkunik Province","Lake Sevan","Abovyan Street","1501",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"Armine's Guesthouse","https://www.tripadvisor.com//Hotel_Review-g1066129-d15608049-Reviews-Armine_s_Guesthouse-Stepanavan_Lori_Province.html",19963,41,"Lori Province","Stepanavan","Sos Sargsyan 11","1901",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Armino Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15217747-Reviews-Armino_Hostel-Yerevan.html",12492,26,"Yerevan","Yerevan","Charyentsa str.","0025",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Arpi Hacatun / Hyuratun","https://www.tripadvisor.com//Hotel_Review-g666439-d15602926-Reviews-Arpi_Hacatun_Hyuratun-Goris_Syunik_Province.html",6648,14,"Syunik Province","Goris","Ulica Syuniqa Dom 74","0284",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Agoda.com","0","0","0","0","0","0","0"
"Arsego Hostel","https://www.tripadvisor.com//Hotel_Review-g1438527-d15526853-Reviews-Arsego_Hostel-Vanadzor_Lori_Province.html",13325,27,"Lori Province","Vanadzor","Nzjdeh 9/2",NA,0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Art guesthouse 2","https://www.tripadvisor.com//Hotel_Review-g1160895-d15324603-Reviews-Art_guesthouse_2-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","M8","3903",0,"Specialty Lodging in Dilijan",13,46,1,4,0,1,0,0,0,0,"{'English': 1}","Booking.com","0","0","0","0","0","0","0"
"Art Guesthouse Dilijan","https://www.tripadvisor.com//Hotel_Review-g1160895-d8642862-Reviews-Art_Guesthouse_Dilijan-Dilijan_Tavush_Province.html",16667,34,"Tavush Province","Dilijan","Kalinini Street 12/1","3903",108,"B&Bs / Inns in Dilijan",9,48,33,4.5,1,0,1,1,0,0,"{'English': 25, 'Russian': 4, 'German': 2, 'French': 2}","Booking.com","1","0","1","0","0","0","0"
"Art Guesthouse Qanaqer","https://www.tripadvisor.com//Hotel_Review-g293932-d12381405-Reviews-Art_Guesthouse_Qanaqer-Yerevan.html",6658,14,"Yerevan","Yerevan","24 Tbilisyan Highway","0091",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Art Guesthouse Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12269676-Reviews-Art_Guesthouse_Yerevan-Yerevan.html",9575,20,"Yerevan","Yerevan","Bagramyan Marshal ave 57","0033",7,"Specialty Lodging in Yerevan",82,300,2,4.5,1,1,0,0,0,0,"{'English': 2}","Booking.com","1","0","0","0","0","0","0"
"Art Guesthouse","https://www.tripadvisor.com//Hotel_Review-g2151208-d12169885-Reviews-Art_Guesthouse-Tsakhkadzor_Kotayk_Province.html",23333,48,"Kotayk Province","Tsakhkadzor","Nor taghamas 3","2310",38,"Specialty Lodging in Tsakhkadzor",13,27,1,5,1,0,0,0,0,0,"{'English': 1}","Expedia.com","1","0","1","0","0","0","0"
"Art Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d8112220-Reviews-Art_Hotel-Yerevan.html",18333,38,"Yerevan","Yerevan","Zavaryan str. 173","0070",53,"B&Bs / Inns in Yerevan",12,144,40,4.5,8,6,3,1,2,0,"{'Russian': 22, 'English': 14, 'French': 2}","Booking.com","1","0","1","0","0","0","0"
"Art","https://www.tripadvisor.com//Hotel_Review-g815353-d14922115-Reviews-Art-Gyumri_Shirak_Province.html",23750,49,"Shirak Province","Gyumri","Teryana 22","3105",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"ArtEast Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d15014443-Reviews-ArtEast_Hostel-Yerevan.html",9990,21,"Yerevan","Yerevan","Aygyestan 9 str. 32/1,","0025",49,"Specialty Lodging in Yerevan",72,300,2,5,2,0,0,0,0,0,"{'English': 2}","Booking.com","1","0","1","0","0","0","0"
"Arthurs Aghveran Resort","https://www.tripadvisor.com//Hotel_Review-g293932-d817383-Reviews-Arthurs_Aghveran_Resort-Yerevan.html",16561,34,"Yerevan","Yerevan","Aghveran Recreation Area","0001",136,"Hotels in Yerevan",28,83,90,4.5,2,5,4,3,5,0,"{'English': 53, 'Russian': 35, 'German': 2, 'French': 2}","Agoda.com","1","0","1","0","0","0","0"
"Artsakh Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7185856-Reviews-Artsakh_Hotel-Yerevan.html",29167,60,"Yerevan","Yerevan","Sevan str. 116","0026",46,"Hotels in Yerevan",51,83,28,4.5,2,4,0,2,0,0,"{'Russian': 14, 'English': 11, 'Czech': 1}","Booking.com","1","0","1","0","0","0","0"
"Artsiv Guesthouse","https://www.tripadvisor.com//Hotel_Review-g1160895-d7271649-Reviews-Artsiv_Guesthouse-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Usanoghakan 19","3906",11,"Specialty Lodging in Dilijan",9,46,5,4,1,0,1,0,0,0,"{'English': 2, 'Dutch': 1, 'Italian': 1, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"Artsvik","https://www.tripadvisor.com//Hotel_Review-g2151208-d6158342-Reviews-Artsvik-Tsakhkadzor_Kotayk_Province.html",9992,21,"Kotayk Province","Tsakhkadzor","Arutyunyana St., 8",NA,13,"B&Bs / Inns in Tsakhkadzor",9,26,9,3.5,2,3,2,1,1,0,"{'Russian': 9, 'English': 0}","Booking.com","1","0","1","0","0","0","0"
"Artush & Raisa B&B","https://www.tripadvisor.com//Hotel_Review-g815353-d7702044-Reviews-Artush_Raisa_B_B-Gyumri_Shirak_Province.html",37284,77,"Shirak Province","Gyumri","Str. Ayvazovski 1 / 2","3115",20,"B&Bs / Inns in Gyumri",3,28,21,4,9,8,2,2,0,0,"{'English': 11, 'Russian': 7, 'French': 2, 'Italian': 2}","Booking.com","0","0","0","0","0","0","0"
"Arvasar","https://www.tripadvisor.com//Hotel_Review-g293932-d7626542-Reviews-Arvasar-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tichina Pavlo str. 300/1","0065",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","Hotels.com","1","0","1","0","0","0","0"
"Arzni Sanatorium","https://www.tripadvisor.com//Hotel_Review-g293932-d6475446-Reviews-Arzni_Sanatorium-Yerevan.html",10000,21,"Yerevan","Yerevan","Arzni village","2212",30,"Specialty Lodging in Yerevan",48,300,10,4,1,0,1,0,0,0,"{'English': 2, 'Russian': 8}","Booking.com","0","0","0","0","0","0","0"
"As Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d12440134-Reviews-As_Hostel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Admirala Isakova Ave., 4/7","0082",1,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","1","0","0","0","0"
"ASI Guesthouse","https://www.tripadvisor.com//Hotel_Review-g2426280-d12847874-Reviews-ASI_Guesthouse-Odzun_Alaverdi_Lori_Province.html",12750,26,"Lori Province","Alaverdi","Street 8 48","1731",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Asine Guest House","https://www.tripadvisor.com//Hotel_Review-g1160895-d12854091-Reviews-Asine_Guest_House-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Getapnya Street 80/3","3903",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","0","0","0","0","0"
"Ask House","https://www.tripadvisor.com//Hotel_Review-g293932-d11630031-Reviews-Ask_House-Yerevan.html",45000,93,"Yerevan","Yerevan","Arshakunyats ave 2/2","0023",6,"Specialty Lodging in Yerevan",105,300,1,5,1,0,0,0,0,0,"{'English': 1}","Booking.com","1","0","1","0","0","0","0"
"Astxik","https://www.tripadvisor.com//Hotel_Review-g666442-d15602645-Reviews-Astxik-Sevan_Lake_Sevan_Gegharkunik_Province.html",19125,39,"Gegharkunik Province","Lake Sevan","KM ot Tsentra 6","1501",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"Aura Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d7257619-Reviews-Aura_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Gribayedov str. 23","0051",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"Aurora Hotel & Hostel","https://www.tripadvisor.com//Hotel_Review-g293932-d11668603-Reviews-Aurora_Hotel_Hostel-Yerevan.html",18000,37,"Yerevan","Yerevan","Aygestan St., 9/8","0011",37,"Specialty Lodging in Yerevan",64,300,3,5,1,0,0,0,0,0,"{'English': 1, 'Russian': 2}","Booking.com","1","0","1","0","0","0","0"
"Avan Plaza","https://www.tripadvisor.com//Hotel_Review-g293932-d10205943-Reviews-Avan_Plaza-Yerevan.html",20742,43,"Yerevan","Yerevan","Gay ave 1/8","0096",13,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","1","0","0","0","0"
"Avant Garde Hotel","https://www.tripadvisor.com//Hotel_Review-g293932-d6402212-Reviews-Avant_Garde_Hotel-Yerevan.html",NA,NA,"Yerevan","Yerevan","Bldg. 8 Acharyan str.","0040",4,"B&Bs / Inns in Yerevan",53,144,2,4.5,1,0,0,0,0,0,"{'English': 1, 'Russian': 1}","Agoda.com","1","0","0","1","0","0","0"
"Avenue Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d8733895-Reviews-Avenue_Guest_House-Yerevan.html",NA,NA,"Yerevan","Yerevan","Tyer'yana str. 3-31","0010",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","1","0","0","0","0","0","0"
"Aviatrans","https://www.tripadvisor.com//Hotel_Review-g293932-d308337-Reviews-Aviatrans-Yerevan.html",32250,66,"Yerevan","Yerevan","Abovyan str. 4","0010",61,"Hotels in Yerevan",30,83,170,4,0,5,1,8,6,0,"{'English': 86, 'Russian': 49, 'German': 11}","Booking.com","1","0","1","0","0","0","0"
"Azoyan Guest House","https://www.tripadvisor.com//Hotel_Review-g293932-d6648449-Reviews-Azoyan_Guest_House-Yerevan.html",32000,66,"Yerevan","Yerevan","Anrapyetutsyan str. 32","0010",52,"B&Bs / Inns in Yerevan",2,144,70,5,7,3,0,0,0,1,"{'English': 38, 'Russian': 28, 'German': 3}","Booking.com","1","0","0","0","0","0","0"
"Azoyan Holiday Resort Hotel","https://www.tripadvisor.com//Hotel_Review-g1055321-d7067782-Reviews-Azoyan_Holiday_Resort_Hotel-Sisian_Syunik_Province.html",10000,21,"Syunik Province","Sisian","Shaki Highway 1","3516",20,"Specialty Lodging in Sisian",1,2,9,5,9,0,0,0,0,0,"{'English': 4, 'Russian': 4, 'Spanish': 1}","Booking.com","1","0","1","0","0","0","0"
"B & B Armenia","https://www.tripadvisor.com//Hotel_Review-g1160895-d15231320-Reviews-B_B_Armenia-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Kalinin 125","3901",0,"Hotels in Dilijan",4,6,1,5,1,0,0,0,0,0,"{'English': 0, 'Spanish': 1}","Agoda.com","0","0","0","0","0","0","0"
"B & B Magnit","https://www.tripadvisor.com//Hotel_Review-g1160895-d2296115-Reviews-B_B_Magnit-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Kalinina Street 86",NA,11,"B&Bs / Inns in Dilijan",12,48,14,4,5,4,4,1,0,0,"{'English': 6, 'Russian': 4, 'French': 3, 'Italian': 1}","Booking.com","1","0","0","0","0","0","1"
"B&B ""MAGHaY""","https://www.tripadvisor.com//Hotel_Review-g1438527-d2166239-Reviews-B_B_MAGHaY-Vanadzor_Lori_Province.html",21467,44,"Lori Province","Vanadzor","Azatamartikner 21","2001",91,"B&Bs / Inns in Vanadzor",1,16,68,5,9,9,0,0,0,0,"{'English': 41, 'Russian': 10, 'Italian': 8}","Booking.com","1","0","1","0","0","0","0"
"B&B Aida Yerevan","https://www.tripadvisor.com//Hotel_Review-g293932-d12996023-Reviews-B_B_Aida_Yerevan-Yerevan.html",NA,NA,"Yerevan","Yerevan","Halabyan Street","0038",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","TripAdvisor","0","0","0","0","0","0","0"
"B&B Ara Geghetsik","https://www.tripadvisor.com//Hotel_Review-g2708789-d12233173-Reviews-B_B_Ara_Geghetsik-Ijevan_Tavush_Province.html",6742,14,"Tavush Province","Ijevan","Ul. Metakhagortsneri, Dom 27a","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"B&B Araz","https://www.tripadvisor.com//Hotel_Review-g1160895-d10429838-Reviews-B_B_Araz-Dilijan_Tavush_Province.html",NA,NA,"Tavush Province","Dilijan","Ulitsa Andranika, 1 Tupik, Dom 7","3903",0,"Specialty Lodging in Dilijan",17,46,1,4,0,1,0,0,0,0,"{'English': 1}","TripAdvisor","1","0","1","0","0","0","0"
"B&B Edil","https://www.tripadvisor.com//Hotel_Review-g2708789-d14002635-Reviews-B_B_Edil-Ijevan_Tavush_Province.html",18000,37,"Tavush Province","Ijevan","Yerevanian Streeet 3","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"B&B Gabriela","https://www.tripadvisor.com//Hotel_Review-g1438527-d15349904-Reviews-B_B_Gabriela-Vanadzor_Lori_Province.html",9992,21,"Lori Province","Vanadzor","Vardananc 86/2B Dom 13","2021",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"B&B in Vanadzor","https://www.tripadvisor.com//Hotel_Review-g1438527-d13386889-Reviews-B_B_in_Vanadzor-Vanadzor_Lori_Province.html",9908,20,"Lori Province","Vanadzor","Aghayan Street House 33","2003",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","1","0","0","0","0","0","0"
"B&B Iris","https://www.tripadvisor.com//Hotel_Review-g815351-d2310214-Reviews-B_B_Iris-Alaverdi_Lori_Province.html",9167,19,"Lori Province","Alaverdi","Baghramyan street 65",NA,72,"B&Bs / Inns in Alaverdi",1,14,182,4.5,2,0,5,3,2,1,"{'English': 121, 'French': 20, 'Russian': 14}","Booking.com","1","0","1","0","0","0","0"
"B&B Kamar","https://www.tripadvisor.com//Hotel_Review-g2708789-d6420366-Reviews-B_B_Kamar-Ijevan_Tavush_Province.html",8333,17,"Tavush Province","Ijevan","Nalbandyan Street 2","4001",108,"B&Bs / Inns in Ijevan",2,10,12,5,0,2,0,0,0,0,"{'English': 6, 'Russian': 3, 'French': 2, 'Italian': 1}","Booking.com","1","0","1","0","0","0","0"
"B&B Komfort","https://www.tripadvisor.com//Hotel_Review-g2708789-d13957370-Reviews-B_B_Komfort-Ijevan_Tavush_Province.html",18333,38,"Tavush Province","Ijevan","Idzhevan ul Yerevanyan 173/3","4001",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
"B&B Nina","https://www.tripadvisor.com//Hotel_Review-g1160895-d1166656-Reviews-B_B_Nina-Dilijan_Tavush_Province.html",16000,33,"Tavush Province","Dilijan","Myasnikyan st. 18",NA,26,"B&Bs / Inns in Dilijan",10,48,50,4,6,8,9,1,6,0,"{'English': 32, 'French': 5, 'Russian': 5}","Booking.com","1","0","1","0","0","0","0"
"B&B Odzun","https://www.tripadvisor.com//Hotel_Review-g2426280-d8465888-Reviews-B_B_Odzun-Odzun_Alaverdi_Lori_Province.html",95869,197,"Lori Province","Alaverdi","Street, 4 22","1731",41,"Specialty Lodging in Odzun",1,7,25,5,5,0,0,0,0,0,"{'English': 5, 'French': 16, 'Dutch': 1, 'Italian': 1, 'Portuguese': 1, 'Russian': 1}","Expedia.com","1","0","1","0","0","0","0"
"B&B Pegas","https://www.tripadvisor.com//Hotel_Review-g815351-d12712956-Reviews-B_B_Pegas-Alaverdi_Lori_Province.html",22500,46,"Lori Province","Alaverdi","Engels Street 7","1704",0,NA,0,0,0,0,0,0,0,0,0,0,"[]","Booking.com","0","0","0","0","0","0","0"
