"name","Provider","Price","Review_Count","Free_Wifi","Breakfast_Included","Free_Parking","Swimming_Pool","Hotel_Website","Special_Offer","Restaurant","link"
"CJ Hostel and Tours","Booking.com","AMD 20,000","1 review","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15217871-Reviews-CJ_Hostel_and_Tours-Yerevan.html"
"B1 Hostel","Booking.com","AMD 7,200","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12989412-Reviews-B1_Hostel-Yerevan.html"
"GS Hotel","Expedia.com","AMD 6,667","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12483499-Reviews-GS_Hotel-Yerevan.html"
"Hotel Arar","Booking.com","AMD 5,714","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9727591-Reviews-Hotel_Arar-Yerevan.html"
"Sva Hotel","Booking.com","AMD 9,600","1 review","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d5983834-Reviews-Sva_Hotel-Yerevan.html"
"White House Hotel","Booking.com","AMD 8,000","1 review","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d3640491-Reviews-White_House_Hotel-Yerevan.html"
"Rent In Yerevan - Apartment On Mashtots Ave.","Booking.com","AMD 18,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15662054-Reviews-Rent_In_Yerevan_Apartment_On_Mashtots_Ave-Yerevan.html"
"Apartments on Hanrapetutyan Street","Hotels.com",NA,"2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6622868-Reviews-Apartments_on_Hanrapetutyan_Street-Yerevan.html"
"Sil Plaza Hotel","Hotels.com",NA,"2 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d3372383-Reviews-Sil_Plaza_Hotel-Yerevan.html"
"NUR Hotel","Expedia.com",NA,"28 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d3596324-Reviews-NUR_Hotel-Yerevan.html"
"Roomer Hotel","Hotels.com",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9459953-Reviews-Roomer_Hotel-Yerevan.html"
"Tetatet Hotel","Hotels.com",NA,"1 review","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13310141-Reviews-Tetatet_Hotel-Yerevan.html"
"Destiny 1 Hostel","Hotels.com",NA,"1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14772474-Reviews-Destiny_1_Hostel-Yerevan.html"
"Kabayan Hostel & Tours","Booking.com",NA,"2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12701479-Reviews-Kabayan_Hostel_Tours-Yerevan.html"
"Arba Hotel","Booking.com","AMD 10,500","1 review","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12103369-Reviews-Arba_Hotel-Yerevan.html"
"Motel Acapulco","Booking.com","AMD 11,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8284624-Reviews-Motel_Acapulco-Yerevan.html"
"Monte Carlo","Agoda.com","AMD 13,480","3 reviews","Free Wifi","","","Pool","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6226959-Reviews-Monte_Carlo-Yerevan.html"
"DDD Hotel","Booking.com","AMD 10,833","10 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d2442931-Reviews-DDD_Hotel-Yerevan.html"
"17 Nalbandyan Hostel","Booking.com","AMD 14,550","2 reviews","","Breakfast included","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d9608160-Reviews-17_Nalbandyan_Hostel-Yerevan.html"
"Paronyan Hostel","Booking.com","AMD 11,000","3 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12669770-Reviews-Paronyan_Hostel-Yerevan.html"
"Bliss","Booking.com","AMD 12,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12681255-Reviews-Bliss-Yerevan.html"
"Hostel Inn","Booking.com","AMD 7,500","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8493168-Reviews-Hostel_Inn-Yerevan.html"
"All Seasons Hostel","Booking.com","AMD 11,000","2 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d14998416-Reviews-All_Seasons_Hostel-Yerevan.html"
"No Problem Hotel","Booking.com","AMD 15,385","2 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13820307-Reviews-No_Problem_Hotel-Yerevan.html"
"All Love Hostel","Booking.com","AMD 25,000","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15221354-Reviews-All_Love_Hostel-Yerevan.html"
"Amira Palace Hotel & Sauna","Agoda.com","AMD 20,818","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9802364-Reviews-Amira_Palace_Hotel_Sauna-Yerevan.html"
"Andrievskie Family House","Hotels.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12514320-Reviews-Andrievskie_Family_House-Yerevan.html"
"Antarayin Hotel","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8337672-Reviews-Antarayin_Hotel-Yerevan.html"
"Anush House","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16803586-Reviews-Anush_House-Yerevan.html"
"Apartment Arami (New Building)","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15751581-Reviews-Apartment_Arami_New_Building-Yerevan.html"
"Apartments Emili","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16821458-Reviews-Apartments_Emili-Yerevan.html"
"The Ark Tours & Accommodation Yerevan","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13164230-Reviews-The_Ark_Tours_Accommodation_Yerevan-Yerevan.html"
"Armenia De Luxe","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12564826-Reviews-Armenia_De_Luxe-Yerevan.html"
"Armeniainn","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13376306-Reviews-Armeniainn-Yerevan.html"
"Arm Home","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13848431-Reviews-Arm_Home-Yerevan.html"
"Aura Hotel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7257619-Reviews-Aura_Hotel-Yerevan.html"
"Avenue Guest House","TripAdvisor",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8733895-Reviews-Avenue_Guest_House-Yerevan.html"
"Aygestan Hostel","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16939698-Reviews-Aygestan_Hostel-Yerevan.html"
"Bampy Hostel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15221325-Reviews-Bampy_Hostel-Yerevan.html"
"B&B Aida Yerevan","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12996023-Reviews-B_B_Aida_Yerevan-Yerevan.html"
"Black White","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13815435-Reviews-Black_White-Yerevan.html"
"Carota Hostel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11778868-Reviews-Carota_Hostel-Yerevan.html"
"Cascade Apartments By Kentron","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16710457-Reviews-Cascade_Apartments_By_Kentron-Yerevan.html"
"Castel Dghyak Hotel","Booking.com","AMD 11,000","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7726699-Reviews-Castel_Dghyak_Hotel-Yerevan.html"
"City Center Apartments","Booking.com","AMD 15,385","0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15333476-Reviews-City_Center_Apartments-Yerevan.html"
"Comfort Hostel","Booking.com","AMD 25,000","0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13302528-Reviews-Comfort_Hostel-Yerevan.html"
"Country House Gyulbenkyan 10","Agoda.com","AMD 20,818","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12700891-Reviews-Country_House_Gyulbenkyan_10-Yerevan.html"
"David's Guest House","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10164341-Reviews-David_s_Guest_House-Yerevan.html"
"Davtashen Guesthouse","TripAdvisor",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11925758-Reviews-Davtashen_Guesthouse-Yerevan.html"
"EcoTourism Armenia","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8128405-Reviews-EcoTourism_Armenia-Yerevan.html"
"Eger","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13982906-Reviews-Eger-Yerevan.html"
"Erzrum Hotel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d7907550-Reviews-Erzrum_Hotel-Yerevan.html"
"Eurasia Interunivers  Hostel","Hotels.com",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12661369-Reviews-Eurasia_Interunivers_Hostel-Yerevan.html"
"Fever Hostel","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15278439-Reviews-Fever_Hostel-Yerevan.html"
"Full House Hostel","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12880527-Reviews-Full_House_Hostel-Yerevan.html"
"Garden House Baghramyan","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12520269-Reviews-Garden_House_Baghramyan-Yerevan.html"
"GATA Apartments at Republic Square","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16870551-Reviews-GATA_Apartments_at_Republic_Square-Yerevan.html"
"Gem Hostel","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15012154-Reviews-Gem_Hostel-Yerevan.html"
"Getar","TripAdvisor",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d6219829-Reviews-Getar-Yerevan.html"
"Grand Tours Armenia","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15584860-Reviews-Grand_Tours_Armenia-Yerevan.html"
"GS House","TripAdvisor",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12599122-Reviews-GS_House-Yerevan.html"
"Guest House Hospice","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10799655-Reviews-Guest_House_Hospice-Yerevan.html"
"Guest House on 2 Araratian","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12616571-Reviews-Guest_House_on_2_Araratian-Yerevan.html"
"Guest House on Zaryan 136","Agoda.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11983335-Reviews-Guest_House_on_Zaryan_136-Yerevan.html"
"Home","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15816043-Reviews-Home-Yerevan.html"
"Homestay on Sose 17","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12385341-Reviews-Homestay_on_Sose_17-Yerevan.html"
"Hostel","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d9707424-Reviews-Hostel-Yerevan.html"
"Hostel Argo Yerevan","Agoda.com",NA,"0 reviews","Free Wifi","Breakfast included","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15513771-Reviews-Hostel_Argo_Yerevan-Yerevan.html"
"Hostel Baghramyan","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13010766-Reviews-Hostel_Baghramyan-Yerevan.html"
"Hostel Compass","Booking.com",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12987655-Reviews-Hostel_Compass-Yerevan.html"
"Hostel de Maria","Agoda.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12536159-Reviews-Hostel_de_Maria-Yerevan.html"
"Hostel Home","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12491255-Reviews-Hostel_Home-Yerevan.html"
"Hostel Kompozitor","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12905181-Reviews-Hostel_Kompozitor-Yerevan.html"
"Hostel Kovcheg","Booking.com",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13338569-Reviews-Hostel_Kovcheg-Yerevan.html"
"Hostel Magnolia","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15190076-Reviews-Hostel_Magnolia-Yerevan.html"
"Hostel Moldovakan","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8288254-Reviews-Hostel_Moldovakan-Yerevan.html"
"Hostel on Bairona 4","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12528018-Reviews-Hostel_on_Bairona_4-Yerevan.html"
"Hotel Apollon","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10051437-Reviews-Hotel_Apollon-Yerevan.html"
"Hotel Gold","TripAdvisor",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12353865-Reviews-Hotel_Gold-Yerevan.html"
"Hotel M","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12880529-Reviews-Hotel_M-Yerevan.html"
"Hotel Sem","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10697882-Reviews-Hotel_Sem-Yerevan.html"
"Hotel VEM BB on Bagratuniats 3/2","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11955461-Reviews-Hotel_VEM_BB_on_Bagratuniats_3_2-Yerevan.html"
"Hovhan Guest House","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10767849-Reviews-Hovhan_Guest_House-Yerevan.html"
"Hov Hotel","Agoda.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12851589-Reviews-Hov_Hotel-Yerevan.html"
"Hrashk Hotel","Hotels.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10727175-Reviews-Hrashk_Hotel-Yerevan.html"
"Inn Delichi","Booking.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10553726-Reviews-Inn_Delichi-Yerevan.html"
"iRoom - Guest House/Hostel in Yerevan","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15208687-Reviews-IRoom_Guest_House_Hostel_in_Yerevan-Yerevan.html"
"Jasmin Hotel","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d8465557-Reviews-Jasmin_Hotel-Yerevan.html"
"Jericho March Hostel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12540489-Reviews-Jericho_March_Hostel-Yerevan.html"
"Joyful Hostel","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d12923566-Reviews-Joyful_Hostel-Yerevan.html"
"Kabayan EG Hostel Armenia","Agoda.com",NA,"0 reviews","Free Wifi","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13530668-Reviews-Kabayan_EG_Hostel_Armenia-Yerevan.html"
"Komitas Apartament","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16875942-Reviews-Komitas_Apartament-Yerevan.html"
"Kvartiri","Booking.com",NA,"0 reviews","Free Wifi","","","","","","Restaurant","https://www.tripadvisor.com//Hotel_Review-g293932-d13375292-Reviews-Kvartiri-Yerevan.html"
"Kvrtira V Sierdtsie Ierievana","TripAdvisor",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16715204-Reviews-Kvrtira_V_Sierdtsie_Ierievana-Yerevan.html"
"Little Manila Hostel & Tours","TripAdvisor",NA,"0 reviews","Free Wifi","Breakfast included","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d11981746-Reviews-Little_Manila_Hostel_Tours-Yerevan.html"
"Lucky Hostel","Expedia.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13966602-Reviews-Lucky_Hostel-Yerevan.html"
"Luxury Apartments In Center","Agoda.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d16660951-Reviews-Luxury_Apartments_In_Center-Yerevan.html"
"Luxury Hostel in Yerevan","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d10753688-Reviews-Luxury_Hostel_in_Yerevan-Yerevan.html"
"Luys Hostel & Guest House","Hotels.com","AMD 6,667","0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15030137-Reviews-Luys_Hostel_Guest_House-Yerevan.html"
"Metax House Yerevan","Booking.com",NA,"0 reviews","","","","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d15324314-Reviews-Metax_House_Yerevan-Yerevan.html"
"Mini GuestHouse","Hotels.com",NA,"0 reviews","Free Wifi","","Free parking","","","","","https://www.tripadvisor.com//Hotel_Review-g293932-d13394150-Reviews-Mini_GuestHouse-Yerevan.html"
